gene	coord	86minua2_CAST	86minua2_129S1	86minua2_total	86minua2_CAST/all	86minua2_htseqCount
Ssr1	chr13:37994005-37994190	392	338	730	0.536986	1223
Ssr2	chr3:88587881-88588413	929	946	1875	0.495467	1864
Ssr3	chr3:65391325-65391451	115	123	238	0.483193	1737
Ssrp1	chr2:85046646-85047114	35	33	68	0.514706	2045
Sssca1	chr19:5730306-5730712	18	18	36	0.5	183
Ssu72	chr4:155731325-155731464	69	68	137	0.50365	795
St13	chr15:81399485-81399694	258	274	532	0.484962	1732
St14	chr9:31106717-31106874	93	140	233	0.399142	565
St3gal3	chr4:117932153-117933136	12	14	26	0.461538	116
St3gal4	chr9:35053372-35053467	7	15	22	0.318182	93
Stag1	chr9:100947082-100947287	22	9	31	0.709677	571
Stag3	chr5:138300942-138301034	0	12	12	0	105
Stam	chr2:14146219-14148330	42	54	96	0.4375	288
Stam2	chr2:52720884-52720968	48	40	88	0.545455	283
Stambpl1	chr19:34233961-34234318	12	4	16	0.75	77
Stard3	chr11:98380458-98381112	9	2	11	0.818182	67
Stard3nl	chr13:19376379-19376661	88	102	190	0.463158	342
Stard4	chr18:33209043-33209157	86	177	263	0.326996	187
Stard5	chr7:83637604-83637697	9	7	16	0.5625	74
Stard7	chr2:127297107-127298934	55	67	122	0.45082	499
Stat2	chr10:128291228-128292849	24	30	54	0.444444	105
Stat3	chr11:100904907-100905058	62	66	128	0.484375	286
Stat6	chr10:127659795-127660987	40	48	88	0.454545	243
Stau1	chr2:166954900-166955130	12	12	24	0.5	231
Stc2	chr11:31365332-31365543	8	6	14	0.571429	73
Steap1	chr5:5740350-5740862	8	14	22	0.363636	84
Steap2	chr5:5677317-5677844	21	19	40	0.525	133
Steap3	chr1:120234242-120234406	2	15	17	0.117647	50
Stil	chr4:115041174-115043198	34	47	81	0.419753	158
Stim1	chr7:102435384-102436855	20	25	45	0.444444	105
Stim2	chr5:54118272-54121057	9	11	20	0.45	90
Stip1	chr19:7035496-7035705	256	270	526	0.486692	2129
Stk11	chr10:80127904-80128100	20	24	44	0.454545	248
Stk11ip	chr1:75533753-75533931	21	33	54	0.388889	141
Stk16	chr1:75213814-75215606	14	12	26	0.538462	280
Stk17b	chr1:53776517-53776679	35	23	58	0.603448	204
Stk24	chr14:121302186-121302343	43	45	88	0.488636	298
Stk25	chr1:93635547-93635727	31	43	74	0.418919	378
Stk3	chr15:35008161-35008298	63	49	112	0.5625	187
Stk31	chr6:49447244-49447393	49	16	65	0.753846	405
Stk33	chr7:109279216-109279856	16	13	29	0.551724	58
Stk35	chr2:129827774-129832285	98	94	192	0.510417	563
Stk38	chr17:29007711-29007937	32	26	58	0.551724	739
Stk38l	chr6:146775594-146778814	56	51	107	0.523364	204
Stk4	chr2:164151673-164155521	154	167	321	0.479751	417
Stk40	chr4:126138810-126141029	50	60	110	0.454545	238
Stmn1	chr4:134473332-134473843	62	112	174	0.356322	1487
Stmn3	chr2:181309147-181309242	8	9	17	0.470588	236
Stoml1	chr9:58261646-58262524	36	37	73	0.493151	126
Stoml2	chr4:43031329-43031384	328	284	612	0.535948	1320
Ston2	chr12:91647232-91649070	10	15	25	0.4	178
Stra8	chr6:34934080-34934365	39	194	233	0.167382	442
Strada	chr11:106173679-106173781	19	20	39	0.487179	244
Stradb	chr1:58994293-58995121	11	8	19	0.578947	84
Strbp	chr2:37647116-37647285	34	26	60	0.566667	622
Strip1	chr3:107624625-107624731	61	54	115	0.530435	340
Strn	chr17:78663061-78663108	4	6	10	0.4	85
Strn3	chr12:51621780-51621920	24	20	44	0.545455	731
Strn4	chr7:16840206-16840931	46	44	90	0.511111	323
Stt3a	chr9:36765054-36765180	199	254	453	0.439294	1204
Stt3b	chr9:115309752-115310421	95	81	176	0.539773	663
Stx12	chr4:132860544-132860649	45	46	91	0.494505	407
Stx16	chr2:174096919-174099771	31	58	89	0.348315	300
Stx18	chr5:38136263-38137769	24	23	47	0.510638	85
Stx3	chr19:11788169-11788236	209	84	293	0.713311	471
Stx7	chr10:24187628-24188959	19	14	33	0.575758	100
Stx8	chr11:67969772-67969871	8	11	19	0.421053	125
Stxbp2	chr8:3642646-3643644	71	54	125	0.568	409
Stxbp3a	chr3:108816325-108816479	13	11	24	0.541667	98
Sub1	chr15:11995951-11996007	249	235	484	0.514463	1966
Sucla2	chr14:73595374-73596142	312	276	588	0.530612	913
Suclg1	chr6:73270971-73271122	275	250	525	0.52381	1051
Suclg2	chr6:95655458-95655599	198	130	328	0.603659	856
Suco	chr1:161847205-161847310	20	26	46	0.434783	273
Suds3	chr5:117091678-117093031	79	101	180	0.438889	520
Sugp1	chr8:70064837-70065198	19	21	40	0.475	247
Sugp2	chr8:70242491-70244056	12	5	17	0.705882	176
Sugt1	chr14:79628852-79629755	115	156	271	0.424354	1021
Sulf2	chr2:166132588-166132854	341	298	639	0.533646	1085
Sult5a1	chr8:123149219-123149433	17	4	21	0.809524	42
Sult6b1	chr17:78888931-78889087	55	18	73	0.753425	220
Sumf1	chr6:108175988-108176161	23	17	40	0.575	110
Sumf2	chr5:129862639-129863951	93	60	153	0.607843	320
Sumo3	chr10:77616148-77618331	117	96	213	0.549296	701
Sun1	chr5:139248418-139249839	153	152	305	0.501639	546
Sun2	chr15:79735846-79735925	5	6	11	0.454545	102
Supt16	chr14:52197085-52197239	208	336	544	0.382353	2878
Supt20	chr3:54710401-54710472	21	17	38	0.552632	244
Supt3	chr17:44994317-44994407	6	8	14	0.428571	110
Supt4a	chr11:87743246-87743617	26	27	53	0.490566	271
Supt5	chr7:28331370-28331529	46	64	110	0.418182	1015
Supt6	chr11:78229397-78229513	55	56	111	0.495495	757
Supt7l	chr5:31522654-31523261	19	33	52	0.365385	117
Supv3l1	chr10:62447024-62447131	52	48	100	0.52	430
Surf1	chr2:26916257-26916530	72	60	132	0.545455	185
Surf2	chr2:26919727-26920170	38	68	106	0.358491	197
Surf4	chr2:26924345-26924531	56	41	97	0.57732	519
Surf6	chr2:26899729-26899932	67	49	116	0.577586	260
Susd1	chr4:59411270-59411449	2	8	10	0.2	129
Susd2	chr10:75638347-75638595	3	7	10	0.3	69
Suv39h2	chr2:3464267-3464926	15	13	28	0.535714	158
Suv420h2	chr7:4746377-4747514	28	34	62	0.451613	403
Suz12	chr11:80031845-80034123	140	99	239	0.585774	2702
Svil	chr18:5106664-5106871	31	10	41	0.756098	173
Swap70	chr7:110281231-110283506	79	61	140	0.564286	306
Swt1	chr1:151423507-151423605	90	108	198	0.454545	332
Syap1	chrX:162888069-162888462	50	0	50	1	172
Syce1	chr7:140778309-140778432	11	26	37	0.297297	106
Syce2	chr8:84883431-84883584	70	45	115	0.608696	637
Sycp1	chr3:102935544-102935665	28	10	38	0.736842	139
Sycp3	chr10:88472905-88473236	14	33	47	0.297872	142
Syde2	chr3:146019803-146021720	14	7	21	0.666667	94
Syf2	chr4:134936840-134937537	95	99	194	0.489691	308
Syk	chr13:52645723-52648792	11	3	14	0.785714	105
Sympk	chr7:19053915-19054298	47	44	91	0.516484	641
Syncrip	chr9:88464648-88464783	55	82	137	0.40146	1857
Syne4	chr7:30315262-30315400	9	10	19	0.473684	65
Syngr1	chr15:80115855-80119501	41	59	100	0.41	286
Syngr2	chr11:117813278-117814286	55	98	153	0.359477	338
Synj2bp	chr12:81532716-81532907	77	40	117	0.65812	475
Synrg	chr11:84040797-84044576	13	1	14	0.928571	75
Sypl	chr12:32975590-32979502	89	53	142	0.626761	516
Sys1	chr2:164464358-164465510	12	11	23	0.521739	122
Syt11	chr3:88744701-88748010	7	6	13	0.538462	33
Syt9	chr7:107546520-107548655	40	56	96	0.416667	228
Sytl3	chr17:6736411-6736616	32	1	33	0.969697	215
Szrd1	chr4:141112978-141115864	34	35	69	0.492754	470
Tab1	chr15:80160074-80161702	18	11	29	0.62069	87
Tab2	chr10:7919114-7920614	60	48	108	0.555556	419
Tab3	chrX:85630406-85634469	83	95	178	0.466292	468
Tacc1	chr8:25181823-25182930	39	55	94	0.414894	209
Tacc2	chr7:130764254-130764784	58	112	170	0.341176	498
Tacc3	chr5:33671404-33671510	163	159	322	0.506211	566
Taco1	chr11:106073101-106073612	28	32	60	0.466667	88
Tada1	chr1:166392568-166393620	21	9	30	0.7	92
Tada2a	chr11:84126988-84127095	177	83	260	0.680769	483
Tada3	chr6:113375840-113376064	105	101	206	0.509709	231
Taf1	chrX:101599309-101601789	24	14	38	0.631579	1587
Taf10	chr7:105743428-105743492	36	25	61	0.590164	337
Taf11	chr17:27907501-27907724	9	24	33	0.272727	211
Taf12	chr4:132292627-132293330	10	14	24	0.416667	134
Taf13	chr3:108581007-108582068	41	28	69	0.594203	157
Taf15	chr11:83504642-83505104	31	34	65	0.476923	781
Taf1a	chr1:183388885-183389158	6	4	10	0.6	80
Taf1b	chr12:24556519-24556741	114	70	184	0.619565	418
Taf1d	chr9:15311527-15312105	160	109	269	0.594796	914
Taf2	chr15:55071847-55072152	70	55	125	0.56	415
Taf4a	chr2:179912146-179913606	2	6	8	0.25	178
Taf4b	chr18:14897964-14900359	31	25	56	0.553571	205
Taf5	chr19:47082427-47083479	26	23	49	0.530612	178
Taf5l	chr8:124002977-124003701	134	89	223	0.600897	671
Taf6	chr5:138183568-138183721	140	104	244	0.57377	427
Taf6l	chr19:8783835-8783994	19	20	39	0.487179	75
Taf7	chr18:37643945-37644204	415	492	907	0.457552	1129
Taf8	chr17:47501284-47501440	82	80	162	0.506173	234
Taf9	chr13:100655034-100656060	285	306	591	0.482234	719
Tagln2	chr1:172506567-172507375	100	194	294	0.340136	1170
Taldo1	chr7:141402744-141402976	199	201	400	0.4975	1206
Tamm41	chr6:115037650-115037874	29	31	60	0.483333	117
Tanc1	chr2:59842695-59846213	51	51	102	0.5	386
Tango2	chr16:18312639-18312758	32	21	53	0.603774	81
Tango6	chr8:106850179-106851439	62	17	79	0.78481	196
Tank	chr2:61653379-61654169	13	12	25	0.52	72
Taok1	chr11:77559742-77559945	37	25	62	0.596774	534
Taok2	chr7:126880052-126880153	23	27	50	0.46	280
Tapbp	chr17:33928140-33929290	12	27	39	0.307692	135
Tapt1	chr5:44178861-44179021	19	20	39	0.487179	128
Tardbp	chr4:148625125-148625376	108	107	215	0.502326	3516
Tars	chr15:11399486-11399658	457	423	880	0.519318	1557
Tars2	chr3:95742074-95742146	57	65	122	0.467213	365
Tarsl2	chr7:65675964-65676130	25	9	34	0.735294	107
Tatdn1	chr15:58916152-58916192	13	8	21	0.619048	89
Tatdn2	chr6:113710041-113710214	12	22	34	0.352941	208
Tatdn3	chr1:191052860-191052972	12	7	19	0.631579	26
Tax1bp1	chr6:52765873-52766779	125	135	260	0.480769	1064
Taz	chrX:74289299-74290151	12	16	28	0.428571	305
Tbc1d1	chr5:64349730-64351486	85	75	160	0.53125	375
Tbc1d10a	chr11:4214701-4215505	9	8	17	0.529412	134
Tbc1d10b	chr7:127207450-127208468	58	91	149	0.389262	385
Tbc1d13	chr2:30149700-30152013	87	68	155	0.56129	1055
Tbc1d14	chr5:36571296-36572037	14	17	31	0.451613	247
Tbc1d15	chr10:115251382-115251493	58	40	98	0.591837	529
Tbc1d17	chr7:44848436-44848534	34	25	59	0.576271	172
Tbc1d20	chr2:152311710-152312590	63	29	92	0.684783	141
Tbc1d22a	chr15:86496813-86498503	18	16	34	0.529412	121
Tbc1d22b	chr17:29604844-29606808	12	6	18	0.666667	109
Tbc1d23	chr16:57214164-57214269	74	77	151	0.490066	293
Tbc1d24	chr17:24175431-24181395	2	15	17	0.117647	144
Tbc1d25	chrX:8156651-8156778	62	38	100	0.62	218
Tbc1d31	chr15:57969724-57970068	77	47	124	0.620968	322
Tbc1d5	chr17:50917527-50917699	18	14	32	0.5625	123
Tbc1d7	chr13:43171309-43171501	37	14	51	0.72549	87
Tbc1d8	chr1:39371496-39372786	72	51	123	0.585366	179
Tbc1d9	chr8:83264847-83264912	18	10	28	0.642857	125
Tbc1d9b	chr11:50170697-50172785	28	33	61	0.459016	202
Tbca	chr13:94842650-94842899	199	174	373	0.533512	792
Tbcb	chr7:30231580-30232029	91	116	207	0.439614	350
Tbcc	chr17:46890621-46892463	10	9	19	0.526316	72
Tbccd1	chr16:22841729-22842107	33	44	77	0.428571	112
Tbcd	chr11:121609340-121609427	42	39	81	0.518519	443
Tbce	chr13:14001110-14001178	14	12	26	0.538462	261
Tbcel	chr9:42437115-42437231	20	13	33	0.606061	167
Tbk1	chr10:121563926-121564105	20	10	30	0.666667	139
Tbl1x	chrX:77646208-77646469	10	12	22	0.454545	460
Tbl1xr1	chr3:22210401-22216594	8	17	25	0.32	324
Tbl2	chr5:135159220-135162662	16	15	31	0.516129	174
Tbl3	chr17:24704811-24704886	67	85	152	0.440789	515
Tbp	chr17:15516704-15517427	16	18	34	0.470588	237
Tbpl1	chr10:22703877-22705895	6	6	12	0.5	205
Tbrg1	chr9:37650949-37651059	54	71	125	0.432	974
Tbrg4	chr11:6623816-6624283	116	147	263	0.441065	735
Tbx3	chr5:119682631-119684724	218	212	430	0.506977	1364
Tcea1	chr1:4896356-4897909	216	229	445	0.485393	1944
Tcea3	chr4:136274780-136274899	59	47	106	0.556604	323
Tceal8	chrX:136168984-136171049	58	56	114	0.508772	903
Tceanc2	chr4:107165548-107165689	7	4	11	0.636364	69
Tceb1	chr1:16647955-16648007	75	91	166	0.451807	587
Tceb2	chr17:23824740-23824979	23	27	50	0.46	1066
Tceb3	chr4:136010229-136011408	22	41	63	0.349206	249
Tcerg1	chr18:42574518-42575785	37	31	68	0.544118	846
Tcf12	chr9:71868072-71868278	19	16	35	0.542857	276
Tcf20	chr15:82851513-82857284	62	98	160	0.3875	588
Tcf25	chr8:123401076-123401892	428	241	669	0.639761	1377
Tcf3	chr10:80427671-80427743	43	44	87	0.494253	596
Tcf4	chr18:69683077-69687967	6	8	14	0.428571	103
Tcf7	chr11:52282122-52282246	13	14	27	0.481481	174
Tcf7l1	chr6:72626371-72627793	49	52	101	0.485149	544
Tcfl5	chr2:180638404-180638647	14	5	19	0.736842	98
Tcl1	chr12:105222533-105222737	123	154	277	0.444043	574
Tcn2	chr11:3917078-3917709	12	10	22	0.545455	99
Tcof1	chr18:60848751-60848964	405	465	870	0.465517	1078
Tcp1	chr17:12924260-12925067	238	166	404	0.589109	4902
Tctex1d2	chr16:32428756-32428892	17	15	32	0.53125	129
Tctn1	chr5:122246485-122246634	26	28	54	0.481481	159
Tdg	chr10:82648578-82650494	77	75	152	0.506579	1
Tdgf1	chr9:110945824-110946158	2040	3807	5847	0.348897	3616
Tdh	chr14:63495720-63495892	410	382	792	0.517677	2681
Tdp1	chr12:99954963-99955216	123	71	194	0.634021	313
Tdp2	chr13:24841087-24842153	157	94	251	0.625498	562
Tdrd12	chr7:35537514-35537744	13	28	41	0.317073	183
Tdrd3	chr14:87545257-87545508	54	23	77	0.701299	175
Tdrp	chr8:13952008-13954135	86	79	165	0.521212	340
Tead1	chr7:112898547-112906805	129	131	260	0.496154	593
Tead2	chr7:45232815-45233619	42	92	134	0.313433	463
Tead4	chr6:128270868-128271122	44	24	68	0.647059	156
Tecpr2	chr12:110968869-110972396	9	3	12	0.75	162
Tecr	chr8:83571698-83571935	64	27	91	0.703297	1342
Tef	chr15:81823466-81826863	3	9	12	0.25	101
Tefm	chr11:80136678-80137279	16	29	45	0.355556	202
Telo2	chr17:25106989-25107130	8	10	18	0.444444	109
Ten1	chr11:116214839-116215318	19	6	25	0.76	57
Tenm3	chr8:48298786-48299047	11	4	15	0.733333	141
Tenm4	chr7:96905833-96908554	8	10	18	0.444444	192
Tep1	chr14:50837038-50837193	18	20	38	0.473684	207
Terf1	chr1:15842921-15844052	261	340	601	0.434276	737
Terf2	chr8:107094822-107094952	134	81	215	0.623256	324
Terf2ip	chr8:112017839-112020528	63	36	99	0.636364	148
Tes	chr6:17104593-17105825	28	67	95	0.294737	158
Tesc	chr5:118059442-118059489	8	7	15	0.533333	38
Tesk1	chr4:43446614-43448075	4	11	15	0.266667	55
Tesk2	chr4:116802597-116804248	20	27	47	0.425532	120
Tet1	chr10:62878152-62880014	248	395	643	0.385692	1610
Tet2	chr3:133485512-133488717	81	79	160	0.50625	557
Tex10	chr4:48469884-48470072	103	115	218	0.472477	1153
Tex14	chr11:87536695-87536900	5	9	14	0.357143	206
Tex15	chr8:33581512-33582746	14	13	27	0.518519	146
Tex19.1	chr11:121146729-121148313	230	172	402	0.572139	604
Tex2	chr11:106566965-106568627	63	57	120	0.525	232
Tex21	chr12:76214413-76214718	15	4	19	0.789474	31
Tex261	chr6:83770414-83771303	29	24	53	0.54717	214
Tex264	chr9:106685244-106685952	29	19	48	0.604167	233
Tex30	chr1:44099848-44100001	12	8	20	0.6	255
Tex40	chr19:6923523-6923599	23	4	27	0.851852	59
Tex9	chr9:72480597-72480775	3	7	10	0.3	143
Tfam	chr10:71234865-71235014	134	145	279	0.480287	598
Tfap2c	chr2:172557091-172558621	122	82	204	0.598039	403
Tfap4	chr16:4551935-4552100	35	28	63	0.555556	182
Tfb1m	chr17:3519256-3519795	8	7	15	0.533333	118
Tfb2m	chr1:179542307-179542457	12	8	20	0.6	231
Tfcp2	chr15:100551325-100551481	33	38	71	0.464789	174
Tfcp2l1	chr1:118677388-118685168	1125	1382	2507	0.448744	3201
Tfdp1	chr8:13377142-13378448	117	138	255	0.458824	989
Tfdp2	chr9:96317788-96323646	25	17	42	0.595238	306
Tfe3	chrX:7773494-7775202	105	101	206	0.509709	572
Tfeb	chr17:47791335-47792416	64	37	101	0.633663	358
Tfip11	chr5:112336986-112338073	39	40	79	0.493671	222
Tfpi	chr2:84444740-84444916	35	11	46	0.76087	343
Tfpt	chr7:3629552-3629929	15	18	33	0.454545	84
Tfrc	chr16:32630094-32632794	378	442	820	0.460976	4041
Tgds	chr14:118132644-118132765	71	104	175	0.405714	121
Tgfbi	chr13:56638717-56639339	14	14	28	0.5	74
Tgif1	chr17:70850872-70851210	40	49	89	0.449438	578
Tgif2	chr2:156853129-156855569	61	74	135	0.451852	261
Tgm1	chr14:55705458-55705739	8	0	8	1	105
Tgm2	chr2:158134251-158134369	10	43	53	0.188679	124
Tgoln1	chr6:72615524-72616449	127	183	310	0.409677	296
Tgoln2	chr6:72615524-72616449	50	65	115	0.434783	0
Tgs1	chr4:3614859-3616623	85	80	165	0.515152	315
Thada	chr17:84393360-84393482	27	24	51	0.529412	237
Thap11	chr8:105855103-105856950	12	8	20	0.6	432
Thap3	chr4:151985669-151985861	22	14	36	0.611111	39
Thap4	chr1:93749847-93750985	45	25	70	0.642857	326
Thap6	chr5:91969541-91972137	11	5	16	0.6875	50
Thap7	chr16:17527982-17528740	4	4	8	0.5	58
Thg1l	chr11:45952735-45952904	78	142	220	0.354545	276
Thnsl1	chr2:21211390-21215009	3	5	8	0.375	78
Thoc1	chr18:9993321-9995484	56	63	119	0.470588	642
Thoc3	chr13:54467826-54467982	151	174	325	0.464615	370
Thoc5	chr11:4928675-4928865	55	39	94	0.585106	303
Thoc6	chr17:23669196-23669306	38	33	71	0.535211	408
Thoc7	chr14:13961185-13961313	90	77	167	0.538922	450
Thop1	chr10:81081864-81082360	56	64	120	0.466667	407
Thrap3	chr4:126186435-126186588	105	75	180	0.583333	1594
Thtpa	chr14:55097380-55098995	14	12	26	0.538462	123
Thumpd1	chr7:119720511-119720798	258	273	531	0.485876	687
Thumpd2	chr17:81054124-81054533	84	51	135	0.622222	120
Thumpd3	chr6:113067674-113068273	95	83	178	0.533708	492
Thy1	chr9:44047339-44048579	5	21	26	0.192308	49
Tia1	chr6:86430241-86433405	23	22	45	0.511111	243
Tial1	chr7:128445651-128445759	62	48	110	0.563636	398
Tiam1	chr16:89897605-89898578	17	8	25	0.68	172
Ticrr	chr7:79693701-79695822	87	66	153	0.568627	1160
Tigd2	chr6:59209339-59212033	14	11	25	0.56	173
Timeless	chr10:128252192-128252941	300	266	566	0.530035	697
Timm13	chr10:80899450-80900259	60	68	128	0.46875	360
Timm17a	chr1:135313694-135313737	165	144	309	0.533981	704
Timm17b	chrX:7906488-7907652	50	61	111	0.45045	324
Timm21	chr18:84951003-84951524	20	6	26	0.769231	54
Timm22	chr11:76414046-76416313	62	48	110	0.563636	218
Timm23	chr14:32180166-32180670	84	71	155	0.541935	1515
Timm44	chr8:4268300-4268380	24	13	37	0.648649	449
Timm50	chr7:28310079-28310100	84	123	207	0.405797	487
Timm9	chr12:71136555-71136675	160	67	227	0.704846	240
Timmdc1	chr16:38522341-38522663	106	93	199	0.532663	130
Timp1	chrX:20874471-20874737	35	51	86	0.406977	313
Tinagl1	chr4:130173893-130174207	28	30	58	0.482759	112
Tinf2	chr14:55681000-55681089	78	105	183	0.42623	315
Tiparp	chr3:65553118-65555518	97	94	191	0.507853	338
Tipin	chr9:64304307-64304792	120	198	318	0.377358	1288
Tiprl	chr1:165236730-165236958	27	29	56	0.482143	337
Tjap1	chr17:46263689-46263813	34	37	71	0.478873	205
Tjp1	chr7:65336032-65336179	46	55	101	0.455446	433
Tjp2	chr19:24134850-24134974	282	242	524	0.538168	804
Tk1	chr11:117825714-117826014	259	276	535	0.484112	597
Tk2	chr8:104229213-104229293	42	13	55	0.763636	84
Tkt	chr14:30569956-30570112	646	636	1282	0.5039	2862
Tlcd1	chr11:78178658-78179221	6	18	24	0.25	74
Tle1	chr4:72199982-72200893	21	18	39	0.538462	204
Tle3	chr9:61416609-61418497	83	110	193	0.430052	503
Tle4	chr19:14468152-14468271	39	31	70	0.557143	375
Tle6	chr10:81595845-81596255	7	20	27	0.259259	73
Tlk1	chr2:70786877-70786995	121	116	237	0.510549	489
Tlk2	chr11:105247459-105247595	6	5	11	0.545455	667
Tln1	chr4:43555855-43555984	76	41	117	0.649573	594
Tln2	chr9:67255859-67256044	46	29	75	0.613333	271
Tlr2	chr3:83836272-83838789	0	18	18	0	77
Tm2d1	chr4:98383068-98383265	17	21	38	0.447368	121
Tm2d2	chr8:25022566-25023260	21	16	37	0.567568	101
Tm2d3	chr7:65701593-65701913	40	46	86	0.465116	149
Tm7sf2	chr19:6067669-6067850	41	14	55	0.745455	175
Tm7sf3	chr6:146626096-146626250	356	323	679	0.5243	719
Tm9sf1	chr14:55640967-55641588	36	41	77	0.467532	220
Tm9sf2	chr14:122158649-122159603	94	113	207	0.454106	712
Tm9sf3	chr19:41238678-41238844	38	34	72	0.527778	663
Tm9sf4	chr2:153208607-153210463	14	16	30	0.466667	298
Tma16	chr8:66484058-66484170	48	57	105	0.457143	258
Tmbim1	chr1:74295198-74295439	37	37	74	0.5	149
Tmbim4	chr10:120224620-120224897	44	44	88	0.5	199
Tmbim6	chr15:99408475-99410049	113	123	236	0.478814	832
Tmc6	chr11:117776238-117776343	11	17	28	0.392857	166
Tmc7	chr7:118541886-118542041	6	4	10	0.6	115
Tmco6	chr18:36738953-36739064	14	16	30	0.466667	59
Tmed1	chr9:21507380-21508391	18	15	33	0.545455	210
Tmed10	chr12:85374441-85374717	318	171	489	0.650307	1072
Tmed2	chr5:124542972-124543164	45	51	96	0.46875	1059
Tmed3	chr9:89702772-89703020	27	25	52	0.519231	59
Tmed4	chr11:6274674-6274837	33	39	72	0.458333	203
Tmed7	chr18:46597091-46597535	112	143	255	0.439216	634
Tmed8	chr12:87176634-87176763	49	39	88	0.556818	361
Tmed9	chr13:55596841-55597694	53	70	123	0.430894	661
Tmeff1	chr4:48662001-48663131	189	122	311	0.607717	703
Tmem101	chr11:102155724-102155904	19	24	43	0.44186	108
Tmem102	chr11:69805020-69805624	5	8	13	0.384615	71
Tmem106b	chr6:13084188-13089269	49	45	94	0.521277	194
Tmem106c	chr15:97969587-97970286	38	23	61	0.622951	77
Tmem107	chr11:69070809-69071033	7	17	24	0.291667	86
Tmem109	chr19:10870661-10872149	6	3	9	0.666667	98
Tmem11	chr11:60864452-60865348	16	9	25	0.64	261
Tmem110	chr14:30874378-30877210	18	16	34	0.529412	90
Tmem115	chr9:107537865-107538656	9	17	26	0.346154	101
Tmem120a	chr5:135744048-135744172	58	51	109	0.53211	226
Tmem123	chr9:7792171-7794332	141	174	315	0.447619	266
Tmem126a	chr7:90457072-90457208	31	44	75	0.413333	176
Tmem126b	chr7:90472598-90472719	64	29	93	0.688172	78
Tmem127	chr2:127256957-127260764	19	8	27	0.703704	202
Tmem128	chr5:38269059-38269618	30	20	50	0.6	163
Tmem131	chr1:36834762-36834912	155	102	257	0.603113	722
Tmem134	chr19:4126042-4126200	6	4	10	0.6	166
Tmem135	chr7:89154028-89154195	14	29	43	0.325581	150
Tmem136	chr9:43108653-43111858	6	10	16	0.375	57
Tmem138	chr19:10575240-10575511	9	6	15	0.6	66
Tmem143	chr7:45916411-45917413	23	19	42	0.547619	92
Tmem147	chr7:30727701-30727903	10	4	14	0.714286	367
Tmem14a	chr1:21229408-21230167	18	21	39	0.461538	48
Tmem14c	chr13:41022106-41022582	199	217	416	0.478365	398
Tmem150a	chr6:72359006-72359762	5	7	12	0.416667	103
Tmem159	chr7:120120174-120120986	29	38	67	0.432836	61
Tmem160	chr7:16455161-16455490	28	37	65	0.430769	123
Tmem161a	chr8:70181883-70183681	38	34	72	0.527778	185
Tmem161b	chr13:84294603-84295966	31	25	56	0.553571	274
Tmem164	chrX:142834185-142838371	30	61	91	0.32967	209
Tmem165	chr5:76208510-76209244	56	73	129	0.434109	404
Tmem167	chr13:90104375-90114921	63	49	112	0.5625	645
Tmem167b	chr3:108556425-108558960	47	39	86	0.546512	159
Tmem168	chr6:13602238-13603487	31	29	60	0.516667	227
Tmem170	chr8:111864898-111866496	4	6	10	0.4	55
Tmem175	chr5:108645839-108647770	3	7	10	0.3	118
Tmem177	chr1:119907899-119911154	21	16	37	0.567568	92
Tmem179b	chr19:8773505-8773692	59	44	103	0.572816	81
Tmem18	chr12:30588652-30591219	74	27	101	0.732673	536
Tmem180	chr19:46368266-46368389	9	0	9	1	128
Tmem181a	chr17:6305369-6308314	44	57	101	0.435644	470
Tmem181b-ps	chr17:6449438-6450994	7	43	50	0.14	287
Tmem183a	chr1:134346097-134348194	113	164	277	0.407942	682
Tmem184b	chr15:79377047-79377212	44	64	108	0.407407	270
Tmem184c	chr8:77606287-77606417	39	24	63	0.619048	165
Tmem186	chr16:8633731-8636392	36	84	120	0.3	126
Tmem189	chr2:167643225-167644182	17	3	20	0.85	112
Tmem19	chr10:115347032-115347286	83	118	201	0.412935	211
Tmem191c	chr16:17277972-17278661	35	22	57	0.614035	147
Tmem192	chr8:64968711-64969037	48	33	81	0.592593	191
Tmem194b	chr1:52649706-52651919	31	23	54	0.574074	91
Tmem199	chr11:78507055-78507805	19	12	31	0.612903	278
Tmem2	chr19:21856155-21858360	53	62	115	0.46087	227
Tmem201	chr4:149729536-149729712	25	28	53	0.471698	236
Tmem203	chr2:25255439-25256352	7	6	13	0.538462	38
Tmem205	chr9:21927181-21927535	13	10	23	0.565217	80
Tmem206	chr1:191349689-191352925	69	34	103	0.669903	199
Tmem208	chr8:105326364-105326474	12	10	22	0.545455	192
Tmem209	chr6:30497818-30497993	130	124	254	0.511811	627
Tmem214	chr5:30876664-30877467	51	38	89	0.573034	245
Tmem216	chr19:10550461-10551040	5	6	11	0.454545	23
Tmem219	chr7:126886219-126886315	5	3	8	0.625	45
Tmem222	chr4:133270963-133271047	121	97	218	0.555046	280
Tmem223	chr19:8772048-8772475	10	11	21	0.47619	114
Tmem230	chr2:132239492-132240626	22	23	45	0.488889	216
Tmem231	chr8:111912018-111914109	125	87	212	0.589623	356
Tmem234	chr4:129607456-129607879	50	80	130	0.384615	132
Tmem237	chr1:59114081-59114218	38	30	68	0.558824	125
Tmem238	chr7:4789005-4789560	1	7	8	0.125	23
Tmem242	chr17:5439532-5439632	58	59	117	0.495726	200
